,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
64486,55-64,Pain,7/13/2009,naproxen,5173,3,2,does not help pain,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
64490,55-64,Pain,7/10/2009,naproxen,5173,5,4,"I started taking for low back pain about a month ago. I take one a day.   The pain is much less and now only a ""dull"" roar. My doctor has me take one Nexium an hour before I take Naproxen to counter any stomach problems.  He told me if I am going to be doing anything out of ordinary routine that may cause pain, such as long walks or riding my horse, I can take some Tylenol for Arthritis also.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
64494,25-34,Pain,7/7/2009,naproxen,5173,5,4,i have some time of joint pain as yet undetermined. I have been using this drug for 5 days and i am very pleased with the results.  The pain is still slightly there but i am able to function much better than before.  i have not experienced any side effects.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
64498,45-54,Painful Periods,7/5/2009,naproxen,5173,1,1,IT DOES NOT WORK!-NOT EVEN WHEN I TAKE 3-4 TABLETS EVERY 3-4 HOURS! STILL HAVE SEVERE MENSTRUAL CRAMPS RELATED TO POST MENAPAUSAL BLEEDING.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64502,35-44,Pain,7/4/2009,naproxen,5173,5,3,WHEN TAKEN BEFORE BED I ALWAYS WAKE UP SOAKING WET.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",8
64506,75 or over,Joint Damage causing Pain and Loss of Function,7/4/2009,naproxen,5173,5,4,relieves my condition,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64510,19-24,Other,6/30/2009,naproxen,5173,3,3,im  have not yet taken it but  will tonight  and i will let everyone know,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64514,45-54,Other,6/26/2009,naproxen,5173,1,1,question should heart patients use this drug?,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64518,65-74,Rheumatoid Arthritis,6/25/2009,naproxen,5173,5,5,Just been on the drug for 3 days but have found it has relieved my knee tinges and also has helped greatly with my arthritis.  Am very concerned being on the med for an extended period of time.  Will remain in contact with my physician for refills.  Hope he knows best!!!,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64522,45-54,Painful Periods,6/22/2009,naproxen,5173,4,4,I used it when I was cramping due to monthly period.  I want to know if I can take Naproxen 500mg for back ache?,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64526,45-54,Joint Damage causing Pain and Loss of Function,6/19/2009,naproxen,5173,2,4,"It has caused bleeding which the first time using it, it did not.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64530,65-74,Pain,6/18/2009,naproxen,5173,5,3, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64534,45-54,Pain,6/17/2009,naproxen,5173,3,3,Pain and inflamation medication,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64538,35-44,Pain,6/15/2009,naproxen,5173,5,5,Used for lower back pain. Works just like it should.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",16
64542,25-34,Joint Damage causing Pain and Loss of Function,6/15/2009,naproxen,5173,1,1,ended up in hospital with bleeding stomach,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64546,25-34,Pain,6/15/2009,naproxen,5173,2,2,I take 500mg twice a day and i'm till in pain.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
64550,25-34,Rheumatic Disease causing Pain & Stiffness in Backbone,6/13/2009,naproxen,5173,4,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64554,45-54,Other,6/11/2009,naproxen,5173,3,1,I took this medication 2 years ago for chronic back pain and it worked fine.  Started taking it again for shoulder pain and noticed water rention and swelling in my feet and hands after a week and a half.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64558,55-64,Pain,6/2/2009,naproxen,5173,5,5, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
64562,75 or over,Joint Damage causing Pain and Loss of Function,6/2/2009,naproxen,5173,4,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64566,65-74,Pain,6/2/2009,naproxen,5173,5,2, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64570, ,Pain,6/1/2009,naproxen,5173,4,2,"Have a sore toe (dropped an ironing board on it).  Black spot at base of toe nail, but no swelling.  Took 2 naproxen this morning and was able to function, but about 8 hrs. later, pain restarted.  Took another pill - with not much relief.  This was about 4 hrs. ago - can I take a couple of arthritis strength Tylenol or some aspirin now?",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64574,45-54,Painful Periods,6/1/2009,naproxen,5173,5,5,I was prescribed Naprosyn for my severe cramps and I love it. I had been taking OTC ibuprofen and was needing more and more to get results. I take this at the first sign of cramps and feel much better. I definitely recommend this to others.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64578,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",5/30/2009,naproxen,5173,5,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64582,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",5/29/2009,naproxen,5173,1,1,"this medication gave me a severe stomache right off the back, cannot take for bursitis pain on my hip.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64586,35-44,Painful Periods,5/28/2009,naproxen,5173,5,2,bad period pain,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64590,25-34,Other,5/26/2009,naproxen,5173,1,4,"I find Naproxin to be very affective with killing the pain from my torn meniscus, however it's very hard on the stomach.  I get sick with and without food, it's very hard to take, but the stomach upset is almost worth it's pain killing attributes.  I also seem to be a bit loopy with it too, which is NOT good either.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64594,35-44,Inflammation of the Covering of the Tendon,5/23/2009,naproxen,5173,5,5,It is so far th best medication that I hav taken for the pain in shoulder and for my arthritis in my spine. I sleep very well now that I take naproxen.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64598,45-54,Pain,5/18/2009,naproxen,5173,5,5,"It was a great pain reliever, lasted a long time.  But, after about 2 or 3 days I started feeling sick to my stomach, had headaches, chest pains and shortness of breath. I have stopped taking 4 days ago, but can still feel the negative effects from this drug.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",18
64602,35-44,Inflammation of the Covering of the Tendon,5/18/2009,naproxen,5173,5,4,"up untill i found out what the side affects was to this medication and realized that i am experancing negitive affects, im a little concerned.any one who is taking this medication should make sure that they know all the information they get before taking.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64606,25-34,Painful Periods,5/14/2009,naproxen,5173,3,1,I was prescribed this medication for my endometriosis and period pain. I did not budge my pain and just gave to a stomach ache.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64610,35-44,Joint Damage causing Pain and Loss of Function,5/10/2009,naproxen,5173,5,3,"I took this med 3 times.  It helped my severly twisted ankle, but then I started getting a constant high pitched ringing in my head or ears can't tell which.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64614,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",5/10/2009,naproxen,5173,4,3,"I started taking 500mg Naperoxen for lower back pain due to arthritis 2 weeks ago. I take it with a meal to counter act nausea. However, a host of other wierd things are cropping up. Such as dizziness, loss of balance, irritability. I am in alot of pain but I feel the side effects are beginning to outweigh the good it does. I need to talk with my M.D. ",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
64618,45-54,Pain,5/7/2009,naproxen,5173,2,3,ok,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64622,75 or over,Joint Damage causing Pain and Loss of Function,5/6/2009,naproxen,5173,5,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64626,45-54,Inflammation of the Tendon,5/6/2009,naproxen,5173,4,3,"the medicine works for me, but you have to limit the use of your wrist to stop the elbow pain plus working on other rehab stuff.  I don't think only taking the medicine works satifatory.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64630,35-44,Joint Damage causing Pain and Loss of Function,5/4/2009,naproxen,5173,5,2,taken for fibromyalgia.helps only slightly.not worth stomach upset.,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64634,25-34,Inflammation of the Tendon,4/23/2009,naproxen,5173,1,1, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
64638,65-74,Other,4/23/2009,naproxen,5173,5,3,"delaid effective period. When pain is moderate, very effective, however, when pain is severe, help is minimal
",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
64642,55-64,Rheumatoid Arthritis,4/22/2009,naproxen,5173,5,4,"I have the beginning stages of RA.  I had a flair up in my hands a year ago and after a 2 month treatment with Naproxen it almost completely disappeared.  I just had a recent flair up in my knee and after a week on the meds, it is starting to clear up.  I did find that it took almost a week on the meds before I could tell it was working.  It does work on the inflamation, which is what causes the pain. Not recommended for a quick fix or one time use like a headache or toothache because it didn't work for me as well as Ibuprofen worked, but works great long term with healing a damaged joint to get the inflamation out.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
64646,45-54,Gout,4/22/2009,naproxen,5173,3,1,Worst medicine I have ever been on and I have had gout for the last 15 years. Did not work for my gout and was in the bathroom most of the time I was on it.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64650,55-64,Pain,4/20/2009,naproxen,5173,5,4, ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
64654,45-54,Rheumatic Disease causing Pain & Stiffness in Backbone,4/20/2009,naproxen,5173,5,2,dont,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
64658,25-34,Pain,4/20/2009,naproxen,5173,5,3,I have been taking aleve for nearly two months under doctors orders for back pain. For the last week I have been experiencing increasly bad stomach pain and nausea. I'm very concerned. I plan on calling my doctor and have stopped taking the medication.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
